"Plot Title: 9866542"
"#","Date","Time, GMT-07:00","Temp, °C (LGR S/N: 9866542)","Coupler Detached (LGR S/N: 9866542)","Coupler Attached (LGR S/N: 9866542)","Host Connected (LGR S/N: 9866542)","Stopped (LGR S/N: 9866542)","End Of File (LGR S/N: 9866542)"
76,06/20/2012,06:45:00,15.270,,,,,
77,06/20/2012,07:00:00,15.247,,,,,
78,06/20/2012,07:15:00,15.199,,,,,
79,06/20/2012,07:30:00,15.175,,,,,
80,06/20/2012,07:45:00,15.151,,,,,
81,06/20/2012,08:00:00,15.151,,,,,
82,06/20/2012,08:15:00,15.127,,,,,
83,06/20/2012,08:30:00,15.127,,,,,
84,06/20/2012,08:45:00,15.151,,,,,
85,06/20/2012,09:00:00,15.175,,,,,
86,06/20/2012,09:15:00,15.199,,,,,
87,06/20/2012,09:30:00,15.294,,,,,
88,06/20/2012,09:45:00,15.414,,,,,
89,06/20/2012,10:00:00,15.557,,,,,
90,06/20/2012,10:15:00,15.772,,,,,
91,06/20/2012,10:30:00,15.939,,,,,
92,06/20/2012,10:45:00,16.153,,,,,
93,06/20/2012,11:00:00,16.415,,,,,
94,06/20/2012,11:15:00,16.606,,,,,
95,06/20/2012,11:30:00,16.915,,,,,
96,06/20/2012,11:45:00,17.225,,,,,
97,06/20/2012,12:00:00,17.605,,,,,
98,06/20/2012,12:15:00,17.843,,,,,
99,06/20/2012,12:30:00,18.105,,,,,
100,06/20/2012,12:45:00,18.247,,,,,
101,06/20/2012,13:00:00,18.557,,,,,
102,06/20/2012,13:15:00,18.937,,,,,
103,06/20/2012,13:30:00,19.175,,,,,
104,06/20/2012,13:45:00,19.436,,,,,
105,06/20/2012,14:00:00,19.698,,,,,
106,06/20/2012,14:15:00,19.912,,,,,
107,06/20/2012,14:30:00,20.198,,,,,
108,06/20/2012,14:45:00,20.388,,,,,
109,06/20/2012,15:00:00,20.579,,,,,
110,06/20/2012,15:15:00,20.817,,,,,
111,06/20/2012,15:30:00,20.889,,,,,
112,06/20/2012,15:45:00,21.127,,,,,
113,06/20/2012,16:00:00,21.294,,,,,
114,06/20/2012,16:15:00,21.413,,,,,
115,06/20/2012,16:30:00,21.485,,,,,
116,06/20/2012,16:45:00,21.604,,,,,
117,06/20/2012,17:00:00,21.700,,,,,
118,06/20/2012,17:15:00,21.772,,,,,
119,06/20/2012,17:30:00,21.748,,,,,
120,06/20/2012,17:45:00,21.891,,,,,
121,06/20/2012,18:00:00,21.915,,,,,
122,06/20/2012,18:15:00,21.891,,,,,
123,06/20/2012,18:30:00,21.915,,,,,
124,06/20/2012,18:45:00,21.867,,,,,
125,06/20/2012,19:00:00,21.867,,,,,
126,06/20/2012,19:15:00,21.819,,,,,
127,06/20/2012,19:30:00,21.795,,,,,
128,06/20/2012,19:45:00,21.819,,,,,
129,06/20/2012,20:00:00,21.772,,,,,
130,06/20/2012,20:15:00,21.748,,,,,
131,06/20/2012,20:30:00,21.700,,,,,
132,06/20/2012,20:45:00,21.676,,,,,
133,06/20/2012,21:00:00,21.676,,,,,
134,06/20/2012,21:15:00,21.676,,,,,
135,06/20/2012,21:30:00,21.628,,,,,
136,06/20/2012,21:45:00,21.581,,,,,
137,06/20/2012,22:00:00,21.509,,,,,
138,06/20/2012,22:15:00,21.485,,,,,
139,06/20/2012,22:30:00,21.413,,,,,
140,06/20/2012,22:45:00,21.342,,,,,
141,06/20/2012,23:00:00,21.270,,,,,
142,06/20/2012,23:15:00,21.223,,,,,
143,06/20/2012,23:30:00,21.127,,,,,
144,06/20/2012,23:45:00,21.032,,,,,
145,06/21/2012,00:00:00,20.984,,,,,
146,06/21/2012,00:15:00,20.913,,,,,
147,06/21/2012,00:30:00,20.817,,,,,
148,06/21/2012,00:45:00,20.746,,,,,
149,06/21/2012,01:00:00,20.674,,,,,
150,06/21/2012,01:15:00,20.603,,,,,
151,06/21/2012,01:30:00,20.507,,,,,
152,06/21/2012,01:45:00,20.436,,,,,
153,06/21/2012,02:00:00,20.365,,,,,
154,06/21/2012,02:15:00,20.269,,,,,
155,06/21/2012,02:30:00,20.174,,,,,
156,06/21/2012,02:45:00,20.103,,,,,
157,06/21/2012,03:00:00,20.031,,,,,
158,06/21/2012,03:15:00,19.960,,,,,
159,06/21/2012,03:30:00,19.888,,,,,
160,06/21/2012,03:45:00,19.817,,,,,
161,06/21/2012,04:00:00,19.746,,,,,
162,06/21/2012,04:15:00,19.674,,,,,
163,06/21/2012,04:30:00,19.603,,,,,
164,06/21/2012,04:45:00,19.532,,,,,
165,06/21/2012,05:00:00,19.460,,,,,
166,06/21/2012,05:15:00,19.389,,,,,
167,06/21/2012,05:30:00,19.318,,,,,
168,06/21/2012,05:45:00,19.270,,,,,
169,06/21/2012,06:00:00,19.199,,,,,
170,06/21/2012,06:15:00,19.151,,,,,
171,06/21/2012,06:30:00,19.080,,,,,
172,06/21/2012,06:45:00,19.032,,,,,
173,06/21/2012,07:00:00,18.985,,,,,
174,06/21/2012,07:15:00,18.913,,,,,
175,06/21/2012,07:30:00,18.889,,,,,
176,06/21/2012,07:45:00,18.842,,,,,
177,06/21/2012,08:00:00,18.794,,,,,
178,06/21/2012,08:15:00,18.771,,,,,
179,06/21/2012,08:30:00,18.747,,,,,
180,06/21/2012,08:45:00,18.723,,,,,
181,06/21/2012,09:00:00,18.699,,,,,
182,06/21/2012,09:15:00,18.699,,,,,
183,06/21/2012,09:30:00,18.723,,,,,
184,06/21/2012,09:45:00,18.771,,,,,
185,06/21/2012,10:00:00,18.866,,,,,
186,06/21/2012,10:15:00,18.961,,,,,
187,06/21/2012,10:30:00,19.056,,,,,
188,06/21/2012,10:45:00,19.199,,,,,
189,06/21/2012,11:00:00,19.365,,,,,
190,06/21/2012,11:15:00,19.508,,,,,
191,06/21/2012,11:30:00,19.674,,,,,
192,06/21/2012,11:45:00,20.198,,,,,
193,06/21/2012,12:00:00,20.436,,,,,
194,06/21/2012,12:15:00,20.436,,,,,
195,06/21/2012,12:30:00,20.341,,,,,
196,06/21/2012,12:45:00,20.269,,,,,
197,06/21/2012,13:00:00,20.246,,,,,
198,06/21/2012,13:15:00,20.222,,,,,
199,06/21/2012,13:30:00,20.222,,,,,
200,06/21/2012,13:45:00,20.246,,,,,
201,06/21/2012,14:00:00,20.269,,,,,
202,06/21/2012,14:15:00,20.222,,,,,
203,06/21/2012,14:30:00,20.031,,,,,
204,06/21/2012,14:45:00,19.698,,,,,
205,06/21/2012,15:00:00,19.294,,,,,
206,06/21/2012,15:15:00,18.889,,,,,
207,06/21/2012,15:30:00,18.509,,,,,
208,06/21/2012,15:45:00,18.247,,,,,
209,06/21/2012,16:00:00,18.057,,,,,
210,06/21/2012,16:15:00,17.843,,,,,
211,06/21/2012,16:30:00,17.701,,,,,
212,06/21/2012,16:45:00,17.582,,,,,
213,06/21/2012,17:00:00,17.510,,,,,
214,06/21/2012,17:15:00,17.439,,,,,
215,06/21/2012,17:30:00,17.391,,,,,
216,06/21/2012,17:45:00,17.344,,,,,
217,06/21/2012,18:00:00,17.296,,,,,
218,06/21/2012,18:15:00,17.272,,,,,
219,06/21/2012,18:30:00,17.177,,,,,
220,06/21/2012,18:45:00,17.082,,,,,
221,06/21/2012,19:00:00,17.034,,,,,
222,06/21/2012,19:15:00,17.011,,,,,
223,06/21/2012,19:30:00,16.963,,,,,
224,06/21/2012,19:45:00,16.915,,,,,
225,06/21/2012,20:00:00,16.892,,,,,
226,06/21/2012,20:15:00,16.868,,,,,
227,06/21/2012,20:30:00,16.844,,,,,
228,06/21/2012,20:45:00,16.844,,,,,
229,06/21/2012,21:00:00,16.844,,,,,
230,06/21/2012,21:15:00,16.820,,,,,
231,06/21/2012,21:30:00,16.820,,,,,
232,06/21/2012,21:45:00,16.820,,,,,
233,06/21/2012,22:00:00,16.820,,,,,
234,06/21/2012,22:15:00,16.796,,,,,
235,06/21/2012,22:30:00,16.773,,,,,
236,06/21/2012,22:45:00,16.749,,,,,
237,06/21/2012,23:00:00,16.725,,,,,
238,06/21/2012,23:15:00,16.701,,,,,
239,06/21/2012,23:30:00,16.677,,,,,
240,06/21/2012,23:45:00,16.630,,,,,
241,06/22/2012,00:00:00,16.606,,,,,
242,06/22/2012,00:15:00,16.582,,,,,
243,06/22/2012,00:30:00,16.534,,,,,
244,06/22/2012,00:45:00,16.511,,,,,
245,06/22/2012,01:00:00,16.487,,,,,
246,06/22/2012,01:15:00,16.439,,,,,
247,06/22/2012,01:30:00,16.392,,,,,
248,06/22/2012,01:45:00,16.368,,,,,
249,06/22/2012,02:00:00,16.320,,,,,
250,06/22/2012,02:15:00,16.296,,,,,
251,06/22/2012,02:30:00,16.249,,,,,
252,06/22/2012,02:45:00,16.201,,,,,
253,06/22/2012,03:00:00,16.153,,,,,
254,06/22/2012,03:15:00,16.106,,,,,
255,06/22/2012,03:30:00,16.034,,,,,
256,06/22/2012,03:45:00,15.986,,,,,
257,06/22/2012,04:00:00,15.939,,,,,
258,06/22/2012,04:15:00,15.867,,,,,
259,06/22/2012,04:30:00,15.819,,,,,
260,06/22/2012,04:45:00,15.748,,,,,
261,06/22/2012,05:00:00,15.724,,,,,
262,06/22/2012,05:15:00,15.629,,,,,
263,06/22/2012,05:30:00,15.581,,,,,
264,06/22/2012,05:45:00,15.533,,,,,
265,06/22/2012,06:00:00,15.461,,,,,
266,06/22/2012,06:15:00,15.390,,,,,
267,06/22/2012,06:30:00,15.366,,,,,
268,06/22/2012,06:45:00,15.294,,,,,
269,06/22/2012,07:00:00,15.247,,,,,
270,06/22/2012,07:15:00,15.199,,,,,
271,06/22/2012,07:30:00,15.175,,,,,
272,06/22/2012,07:45:00,15.151,,,,,
273,06/22/2012,08:00:00,15.127,,,,,
274,06/22/2012,08:15:00,15.103,,,,,
275,06/22/2012,08:30:00,15.079,,,,,
276,06/22/2012,08:45:00,15.079,,,,,
277,06/22/2012,09:00:00,15.079,,,,,
278,06/22/2012,09:15:00,15.103,,,,,
279,06/22/2012,09:30:00,15.151,,,,,
280,06/22/2012,09:45:00,15.199,,,,,
281,06/22/2012,10:00:00,15.318,,,,,
282,06/22/2012,10:15:00,15.509,,,,,
283,06/22/2012,10:30:00,15.676,,,,,
284,06/22/2012,10:45:00,15.796,,,,,
285,06/22/2012,11:00:00,16.010,,,,,
286,06/22/2012,11:15:00,16.225,,,,,
287,06/22/2012,11:30:00,16.582,,,,,
288,06/22/2012,11:45:00,17.558,,,,,
289,06/22/2012,12:00:00,18.129,,,,,
290,06/22/2012,12:15:00,18.461,,,,,
291,06/22/2012,12:30:00,18.675,,,,,
292,06/22/2012,12:45:00,18.794,,,,,
293,06/22/2012,13:00:00,18.866,,,,,
294,06/22/2012,13:15:00,18.913,,,,,
295,06/22/2012,13:30:00,18.961,,,,,
296,06/22/2012,13:45:00,19.008,,,,,
297,06/22/2012,14:00:00,19.056,,,,,
298,06/22/2012,14:15:00,19.032,,,,,
299,06/22/2012,14:30:00,18.866,,,,,
300,06/22/2012,14:45:00,18.604,,,,,
301,06/22/2012,15:00:00,18.247,,,,,
302,06/22/2012,15:15:00,17.938,,,,,
303,06/22/2012,15:30:00,17.653,,,,,
304,06/22/2012,15:45:00,17.439,,,,,
305,06/22/2012,16:00:00,17.272,,,,,
306,06/22/2012,16:15:00,17.106,,,,,
307,06/22/2012,16:30:00,17.011,,,,,
308,06/22/2012,16:45:00,16.939,,,,,
309,06/22/2012,17:00:00,16.844,,,,,
310,06/22/2012,17:15:00,16.749,,,,,
311,06/22/2012,17:30:00,16.725,,,,,
312,06/22/2012,17:45:00,16.701,,,,,
313,06/22/2012,18:00:00,16.606,,,,,
314,06/22/2012,18:15:00,16.606,,,,,
315,06/22/2012,18:30:00,16.511,,,,,
316,06/22/2012,18:45:00,16.439,,,,,
317,06/22/2012,19:00:00,16.392,,,,,
318,06/22/2012,19:15:00,16.344,,,,,
319,06/22/2012,19:30:00,16.296,,,,,
320,06/22/2012,19:45:00,16.249,,,,,
321,06/22/2012,20:00:00,16.201,,,,,
322,06/22/2012,20:15:00,16.177,,,,,
323,06/22/2012,20:30:00,16.153,,,,,
324,06/22/2012,20:45:00,16.153,,,,,
325,06/22/2012,21:00:00,16.129,,,,,
326,06/22/2012,21:15:00,16.106,,,,,
327,06/22/2012,21:30:00,16.082,,,,,
328,06/22/2012,21:45:00,16.082,,,,,
329,06/22/2012,22:00:00,16.082,,,,,
330,06/22/2012,22:15:00,16.058,,,,,
331,06/22/2012,22:30:00,16.058,,,,,
332,06/22/2012,22:45:00,16.034,,,,,
333,06/22/2012,23:00:00,16.010,,,,,
334,06/22/2012,23:15:00,15.986,,,,,
335,06/22/2012,23:30:00,15.963,,,,,
336,06/22/2012,23:45:00,15.939,,,,,
337,06/23/2012,00:00:00,15.915,,,,,
338,06/23/2012,00:15:00,15.891,,,,,
339,06/23/2012,00:30:00,15.843,,,,,
340,06/23/2012,00:45:00,15.819,,,,,
341,06/23/2012,01:00:00,15.796,,,,,
342,06/23/2012,01:15:00,15.748,,,,,
343,06/23/2012,01:30:00,15.724,,,,,
344,06/23/2012,01:45:00,15.700,,,,,
345,06/23/2012,02:00:00,15.676,,,,,
346,06/23/2012,02:15:00,15.652,,,,,
347,06/23/2012,02:30:00,15.605,,,,,
348,06/23/2012,02:45:00,15.581,,,,,
349,06/23/2012,03:00:00,15.533,,,,,
350,06/23/2012,03:15:00,15.485,,,,,
351,06/23/2012,03:30:00,15.461,,,,,
352,06/23/2012,03:45:00,15.438,,,,,
353,06/23/2012,04:00:00,15.366,,,,,
354,06/23/2012,04:15:00,15.318,,,,,
355,06/23/2012,04:30:00,15.294,,,,,
356,06/23/2012,04:45:00,15.247,,,,,
357,06/23/2012,05:00:00,15.199,,,,,
358,06/23/2012,05:15:00,15.151,,,,,
359,06/23/2012,05:30:00,15.103,,,,,
360,06/23/2012,05:45:00,15.055,,,,,
361,06/23/2012,06:00:00,15.031,,,,,
362,06/23/2012,06:15:00,14.984,,,,,
363,06/23/2012,06:30:00,14.960,,,,,
364,06/23/2012,06:45:00,14.912,,,,,
365,06/23/2012,07:00:00,14.888,,,,,
366,06/23/2012,07:15:00,14.840,,,,,
367,06/23/2012,07:30:00,14.840,,,,,
368,06/23/2012,07:45:00,14.792,,,,,
369,06/23/2012,08:00:00,14.792,,,,,
370,06/23/2012,08:15:00,14.768,,,,,
371,06/23/2012,08:30:00,14.768,,,,,
372,06/23/2012,08:45:00,14.768,,,,,
373,06/23/2012,09:00:00,14.792,,,,,
374,06/23/2012,09:15:00,14.792,,,,,
375,06/23/2012,09:30:00,14.840,,,,,
376,06/23/2012,09:45:00,14.912,,,,,
377,06/23/2012,10:00:00,15.031,,,,,
378,06/23/2012,10:15:00,15.175,,,,,
379,06/23/2012,10:30:00,15.318,,,,,
380,06/23/2012,10:45:00,15.485,,,,,
381,06/23/2012,11:00:00,15.700,,,,,
382,06/23/2012,11:15:00,15.891,,,,,
383,06/23/2012,11:30:00,16.082,,,,,
384,06/23/2012,11:45:00,16.796,,,,,
385,06/23/2012,12:00:00,17.439,,,,,
386,06/23/2012,12:15:00,17.796,,,,,
387,06/23/2012,12:30:00,18.010,,,,,
388,06/23/2012,12:45:00,18.152,,,,,
389,06/23/2012,13:00:00,18.224,,,,,
390,06/23/2012,13:15:00,18.271,,,,,
391,06/23/2012,13:30:00,18.247,,,,,
392,06/23/2012,13:45:00,18.319,,,,,
393,06/23/2012,14:00:00,18.485,,,,,
394,06/23/2012,14:15:00,18.509,,,,,
395,06/23/2012,14:30:00,18.319,,,,,
396,06/23/2012,14:45:00,18.033,,,,,
397,06/23/2012,15:00:00,17.724,,,,,
398,06/23/2012,15:15:00,17.463,,,,,
399,06/23/2012,15:30:00,17.225,,,,,
400,06/23/2012,15:45:00,16.939,,,,,
401,06/23/2012,16:00:00,16.749,,,,,
402,06/23/2012,16:15:00,16.630,,,,,
403,06/23/2012,16:30:00,16.487,,,,,
404,06/23/2012,16:45:00,16.439,,,,,
405,06/23/2012,17:00:00,16.296,,,,,
406,06/23/2012,17:15:00,16.201,,,,,
407,06/23/2012,17:30:00,16.106,,,,,
408,06/23/2012,17:45:00,16.010,,,,,
409,06/23/2012,18:00:00,15.963,,,,,
410,06/23/2012,18:15:00,15.891,,,,,
411,06/23/2012,18:30:00,15.867,,,,,
412,06/23/2012,18:45:00,15.748,,,,,
413,06/23/2012,19:00:00,15.676,,,,,
414,06/23/2012,19:15:00,15.629,,,,,
415,06/23/2012,19:30:00,15.581,,,,,
416,06/23/2012,19:45:00,15.485,,,,,
417,06/23/2012,20:00:00,15.438,,,,,
418,06/23/2012,20:15:00,15.390,,,,,
419,06/23/2012,20:30:00,15.366,,,,,
420,06/23/2012,20:45:00,15.342,,,,,
421,06/23/2012,21:00:00,15.342,,,,,
422,06/23/2012,21:15:00,15.318,,,,,
423,06/23/2012,21:30:00,15.294,,,,,
424,06/23/2012,21:45:00,15.270,,,,,
425,06/23/2012,22:00:00,15.247,,,,,
426,06/23/2012,22:15:00,15.247,,,,,
427,06/23/2012,22:30:00,15.199,,,,,
428,06/23/2012,22:45:00,15.175,,,,,
429,06/23/2012,23:00:00,15.127,,,,,
430,06/23/2012,23:15:00,15.103,,,,,
431,06/23/2012,23:30:00,15.055,,,,,
432,06/23/2012,23:45:00,15.008,,,,,
433,06/24/2012,00:00:00,14.960,,,,,
434,06/24/2012,00:15:00,14.912,,,,,
435,06/24/2012,00:30:00,14.864,,,,,
436,06/24/2012,00:45:00,14.840,,,,,
437,06/24/2012,01:00:00,14.792,,,,,
438,06/24/2012,01:15:00,14.768,,,,,
439,06/24/2012,01:30:00,14.721,,,,,
440,06/24/2012,01:45:00,14.697,,,,,
441,06/24/2012,02:00:00,14.673,,,,,
442,06/24/2012,02:15:00,14.625,,,,,
443,06/24/2012,02:30:00,14.601,,,,,
444,06/24/2012,02:45:00,14.553,,,,,
445,06/24/2012,03:00:00,14.505,,,,,
446,06/24/2012,03:15:00,14.481,,,,,
447,06/24/2012,03:30:00,14.433,,,,,
448,06/24/2012,03:45:00,14.409,,,,,
449,06/24/2012,04:00:00,14.361,,,,,
450,06/24/2012,04:15:00,14.314,,,,,
451,06/24/2012,04:30:00,14.266,,,,,
452,06/24/2012,04:45:00,14.242,,,,,
453,06/24/2012,05:00:00,14.194,,,,,
454,06/24/2012,05:15:00,14.146,,,,,
455,06/24/2012,05:30:00,14.098,,,,,
456,06/24/2012,05:45:00,14.050,,,,,
457,06/24/2012,06:00:00,14.026,,,,,
458,06/24/2012,06:15:00,13.978,,,,,
459,06/24/2012,06:30:00,13.930,,,,,
460,06/24/2012,06:45:00,13.882,,,,,
461,06/24/2012,07:00:00,13.858,,,,,
462,06/24/2012,07:15:00,13.810,,,,,
463,06/24/2012,07:30:00,13.810,,,,,
464,06/24/2012,07:45:00,13.762,,,,,
465,06/24/2012,08:00:00,13.762,,,,,
466,06/24/2012,08:15:00,13.714,,,,,
467,06/24/2012,08:30:00,13.714,,,,,
468,06/24/2012,08:45:00,13.690,,,,,
469,06/24/2012,09:00:00,13.690,,,,,
470,06/24/2012,09:15:00,13.690,,,,,
471,06/24/2012,09:30:00,13.714,,,,,
472,06/24/2012,09:45:00,13.810,,,,,
473,06/24/2012,10:00:00,13.906,,,,,
474,06/24/2012,10:15:00,14.050,,,,,
475,06/24/2012,10:30:00,14.194,,,,,
476,06/24/2012,10:45:00,14.361,,,,,
477,06/24/2012,11:00:00,14.529,,,,,
478,06/24/2012,11:15:00,14.697,,,,,
479,06/24/2012,11:30:00,14.888,,,,,
480,06/24/2012,11:45:00,15.676,,,,,
481,06/24/2012,12:00:00,16.463,,,,,
482,06/24/2012,12:15:00,16.915,,,,,
483,06/24/2012,12:30:00,17.225,,,,,
484,06/24/2012,12:45:00,17.391,,,,,
485,06/24/2012,13:00:00,17.486,,,,,
486,06/24/2012,13:15:00,17.534,,,,,
487,06/24/2012,13:30:00,17.605,,,,,
488,06/24/2012,13:45:00,17.701,,,,,
489,06/24/2012,14:00:00,17.772,,,,,
490,06/24/2012,14:15:00,17.819,,,,,
491,06/24/2012,14:30:00,17.748,,,,,
492,06/24/2012,14:45:00,17.582,,,,,
493,06/24/2012,15:00:00,17.344,,,,,
494,06/24/2012,15:15:00,17.106,,,,,
495,06/24/2012,15:30:00,16.892,,,,,
496,06/24/2012,15:45:00,16.725,,,,,
497,06/24/2012,16:00:00,16.606,,,,,
498,06/24/2012,16:15:00,16.511,,,,,
499,06/24/2012,16:30:00,16.439,,,,,
500,06/24/2012,16:45:00,16.320,,,,,
501,06/24/2012,17:00:00,16.320,,,,,
502,06/24/2012,17:15:00,16.249,,,,,
503,06/24/2012,17:30:00,16.225,,,,,
504,06/24/2012,17:45:00,16.153,,,,,
505,06/24/2012,18:00:00,16.153,,,,,
506,06/24/2012,18:15:00,16.106,,,,,
507,06/24/2012,18:30:00,16.058,,,,,
508,06/24/2012,18:45:00,15.986,,,,,
509,06/24/2012,19:00:00,15.939,,,,,
510,06/24/2012,19:15:00,15.915,,,,,
511,06/24/2012,19:30:00,15.867,,,,,
512,06/24/2012,19:45:00,15.843,,,,,
513,06/24/2012,20:00:00,15.819,,,,,
514,06/24/2012,20:15:00,15.819,,,,,
515,06/24/2012,20:30:00,15.796,,,,,
516,06/24/2012,20:45:00,15.796,,,,,
517,06/24/2012,21:00:00,15.796,,,,,
518,06/24/2012,21:15:00,15.796,,,,,
519,06/24/2012,21:30:00,15.772,,,,,
520,06/24/2012,21:45:00,15.772,,,,,
521,06/24/2012,22:00:00,15.772,,,,,
522,06/24/2012,22:15:00,15.772,,,,,
523,06/24/2012,22:30:00,15.748,,,,,
524,06/24/2012,22:45:00,15.724,,,,,
525,06/24/2012,23:00:00,15.676,,,,,
526,06/24/2012,23:15:00,15.652,,,,,
527,06/24/2012,23:30:00,15.629,,,,,
528,06/24/2012,23:45:00,15.581,,,,,
529,06/25/2012,00:00:00,15.533,,,,,
530,06/25/2012,00:15:00,15.509,,,,,
531,06/25/2012,00:30:00,15.485,,,,,
532,06/25/2012,00:45:00,15.438,,,,,
533,06/25/2012,01:00:00,15.390,,,,,
534,06/25/2012,01:15:00,15.366,,,,,
535,06/25/2012,01:30:00,15.318,,,,,
536,06/25/2012,01:45:00,15.270,,,,,
537,06/25/2012,02:00:00,15.247,,,,,
538,06/25/2012,02:15:00,15.199,,,,,
539,06/25/2012,02:30:00,15.151,,,,,
540,06/25/2012,02:45:00,15.103,,,,,
541,06/25/2012,03:00:00,15.055,,,,,
542,06/25/2012,03:15:00,15.008,,,,,
543,06/25/2012,03:30:00,14.960,,,,,
544,06/25/2012,03:45:00,14.912,,,,,
545,06/25/2012,04:00:00,14.840,,,,,
546,06/25/2012,04:15:00,14.792,,,,,
547,06/25/2012,04:30:00,14.745,,,,,
548,06/25/2012,04:45:00,14.673,,,,,
549,06/25/2012,05:00:00,14.625,,,,,
550,06/25/2012,05:15:00,14.553,,,,,
551,06/25/2012,05:30:00,14.505,,,,,
552,06/25/2012,05:45:00,14.457,,,,,
553,06/25/2012,06:00:00,14.409,,,,,
554,06/25/2012,06:15:00,14.361,,,,,
555,06/25/2012,06:30:00,14.314,,,,,
556,06/25/2012,06:45:00,14.242,,,,,
557,06/25/2012,07:00:00,14.218,,,,,
558,06/25/2012,07:15:00,14.170,,,,,
559,06/25/2012,07:30:00,14.122,,,,,
560,06/25/2012,07:45:00,14.098,,,,,
561,06/25/2012,08:00:00,14.074,,,,,
562,06/25/2012,08:15:00,14.050,,,,,
563,06/25/2012,08:30:00,14.050,,,,,
564,06/25/2012,08:45:00,14.026,,,,,
565,06/25/2012,09:00:00,14.026,,,,,
566,06/25/2012,09:15:00,14.026,,,,,
567,06/25/2012,09:30:00,14.050,,,,,
568,06/25/2012,09:45:00,14.122,,,,,
569,06/25/2012,10:00:00,14.218,,,,,
570,06/25/2012,10:15:00,14.385,,,,,
